Positve_comment
" 'The three bodie problem book is like a tool album. Hard to get into it the first time. But if you keep on trying. Youre hooked',"
" ""W H I T E W A S H E DBUT I'M SO EXCITED AND NERVOUS AND EXCITED."","
" 'I just hope the series stays true to the book and its charactersLooks very nice on first view',"
" ""I'm glad I went into the Chinese version (3-Body, 30 episodes) totally blind."","
" ""this is a legendary novel. hoping netflix won't fck this up"","
" 'I LIKED BETTER, THE CHINESE VERSION OF THIS SERIES.',"
" ""Creators of GoT, two white characters, and a black character. On a completely Chinese series. I'm glad I've read the books first because I'm not holding my breath for this."","
" 'Amazing book, Netflix did great with Stranger Things.... But they gave this once in a lifetime opportunity to the hacks that killed Game Of Thrones. GoT was a phenomenon everyone talked about and D&D gutted it and it was laughable by the end. Everyone drop',"
" '""From the creators of Game of Thrones"" Not a comment that fills me with confidence.',"
" 'Bracing myself for a wild ride through the cosmos!',"
" 'I once saw a Youtube video summarizing the story of this and was fascinated. I bet this Youtube video I saw will be vastly superior to whatever Netflix produces because Netflix typically produces trash.',"
" 'I never been so excited for a series. Netflix need to promote the hell out of this. How have I only just found out this teaser?',"
" 'The Chinese made version is available for free here on Youtube. Well worth the watch, regardless of how this version turns out.',"
" 'I hope they do it justice and not just limit the episodes per season to 8. The chinese version was very well done, a little long but good.',"
" 'Was recommended this series by an engineering professor; read it in about a month or so back in the day. Hell of a series, with a hell of a lot of scientific/academic detail. I hope it adapts well.',"
" 'I feel like throwing up in anticipation. The greatest sci-fi books I have ever read.',"
" '99% of the sci fi stuff in this trailer is from a video game simulation. I cannot imagine a worse possible way to market this story.',"
" ""It is so weird that I watched this show half a year in the past already, I didn't realize it wasn't officially released and now when I saw this it created so much confusion hahah"","
" ""I've been annoying my friends for the past 2 years hyping this book series up. This series can't come soon enough"","
" 'just finished reading book one - amazing but very difficult to bring on screen. I guess only Dune and the Saga of Seven Suns are equally challanging to be filmed. Lets see if they did a great job transalting this material into film.',"
" ""I hope they'll do the Children of Time series too."","
" 'The Chinese version is so much better',"
" 'Hopefully this does the books justice.',"
" 'YALL BETTER NOT FCK THIS UP LIKE GOT. excited tho',"
" 'It mist be a good movies',"
" ""I can't wait for it!!!!!!!!"","
" 'The best Sci-Fi trilogy I have read...Profound.',"
" 'Im deep into the original Chinese subtitled version and I think about this all day, every day, and I have dreams about the philosophical meaning of every single moment in it. I have never been as captivated by anything since Morpheus first held up the batt',"
" 'Great video. More personality shining through',"
" ""This will either be awesome or absolute garbagThere won't be an in-between.I'm hoping for awesome."","
" 'This is one of the most important renderings of artistic premonition that we may ever encounter. Its poses the only question.I applaud the CCP for being supportive, aka, not banning it. Thank you!',"
" ""Wow is that Carl Sagan's voice?"","
" 'THIS IS WHAT WE NEEEEEEDDDDD!!!!!!! Please do the whole series!!!, dont leave us hanging!!,',"
" 'Are the ""Creators of Game Of Thrones"" also gonna do great for 5 seasons and then, after the viewers are crazy invested, butcher the show in the final 3? :D',"
" 'Omg I just started this series I didnt know its gonna be a series!!',"
" 'Books are great. I hope this series is close to them',"
" 'Glad a Master piece from a Chinese Author is on the world stage.',"
" 'Netflix is really worth it',"
" 'It\'s the girl from ""Flowers of War"" - she was absolutely amazing in that one!',"
" ""Chinese version is quite good, let's hope Netflix would not ruin another series"","
" ""No way! I has no idea this was coming out! I'm so hyped!!!"","
" 'It will be really difficult to adapt these books for tv, but I hope it captures the cosmic horror Liu wrote so well.',"
" ""I've only read the first of the series so far but it's a book that stays with you, disturbing and makes you question humanity's chances when faced with the universe and all it holds."","
" ""I love how, just from the trailer, you almost can't even gather what this show might be about. Future-fascism but with SETI and a little Ready Player One? But then again, how do you describe this series without giving anything away lmao, you just have to e"","
" 'Had high hopes, but I should have known Netflix would netflix.. Even the Chinese produced version looks better.',"
" 'OMGGGGGG I HAVE ONLY IMAGINED RADAR CREEK WTF THIS IS EXACTLY HOW I IMAGINED IT',"
" 'OMGOGMOWMGWAOFAWODMAWODAWD MY FAVORITE BOOK AS A FREAKING SHOW WFIJEJJFODWADOMWADMWAD I CANT',"
" 'I watched the Chinese version, I would be happy if it is as half good as that one',"
" 'Looks great! After One Piece, I have high hopes of Netflix adaptations.',"
" 'About bloody time this is gonna be awesome',"
" ""Oh, hell yes! I gifted the trilogy a few years ago and can't wait to see how it will be adapted on screen (Panama ship, whirlpools, dimensions). Looks visually stunning."","
" '<a href="" the scene was stunning',"
" ""Maybe the best book I've ever read, I know that it's not a masterpiece regarding the writing but the ideas man, how someone could think about all of that stuff? It's a new scifi concept after new scifi concept and it ends in a bang, David Benioff and D. B."","
" ""Had goosebumps watching the trailer. Hope this lives up to Liu Cixin's terrifyingly engrossing novel."","
" 'Excited until ""The creators of game of thrones""',"
" 'Thankfully the books were so good; I dont even care if they screw up this series. I wouldnt put it past Benioff and Weiss to have Arya Stark float through the Oort Cloud and slay the teardrop (in low lighting). Maybe theyll get the Battle of Darkness right',"
" 'If they do justice to the books we are all in for a real treat - as a real life soft disclosure is taking place (drip drip)',"
" 'Thanks for Covid -19!',"
" 'Wow. This looks amazing',"
" 'I wish them luck in adapting such a sprawling story.',"
" ""Loved the books. The solution to the Fermi Paradox was pretty scary. Makes you think it's better to stay in the Dark Forest rather than let others know where there is intelligent life."","
" 'I Have my fingers crossed for this one! EXCELLENT book series (MUST read for those that read anymore) but man, its pretty deep and heavy on the science side of fiction. With ignorant Star Wars and superhero drivel being so hot these daysis this too much fo',"
" '""From the creators of Game of Thrones""Oh god...no...not them.',"
" 'Anything that starts with Carl Sagan voicing its intro though long passed on has got my attention.',"
" 'I read the book. I am definitely watching this series. Looks really, really close to the book and way better than the one that was already don@@',"
" '""The mkaers of Games of Thrones"" is not the flex they think it is. Although, they did ruin the show after they ran out of books, in this case the whole series is published, so there\'s hope.',"
" 'Damn, i loved the books to bits. But i think those stories would be extremely hard to capture in live action. I hope they do them justice.',"
" ""There is a Chinese adaptation, 30 episodes for season one, that literally follows the novel to a T. I actually like it very much. I'm curious to see what Netflix's version will be."","
" ""From the guys who completely tanked GoT - what could go wrong? There's almost no way they don't screw this up."","
" ""Sadly, this trailer seems to confirm my expectations for the American adaptation. For those of you who don't like Game of Thrones style, there is also a Chinese adaptation of three bodies which is less epic. But honestly - none can stand in comparison to t"","
" 'IDK guys ten cent did a great adaptation already and it took them 30 episodes (they probably could have done 25) I dont think you can do this novel justice with 8-10 episodes.',"
" 'This should be the greatest scifi thing ever made. Obviously it includes the stuff of all three books. Not only first one of the trilogy named three body problem',"
" 'Hopefully its as good as the biok',"
" ""If Dumb and Dumber stick to the source material, they'll do a great job. Fortunately, Cixin Liu has finished his story so I can hope that I don't ever have to witness again how they'll fill the gaps in the plots.Yet I'm not at ease."","
" 'In China last year the series ""The Three-Body Problem"" was released. Very good!',"
" ""first Chinese sci-fi and it's a good one. Listen to the Audio book (it has 3 books so the show will probably not go over all of them right at once anyway)"","
" 'I read this books 2 times (at first just 3 books and then again this first three and continue with last one by other writer), for me best sci-fi! I hope the guys who made this series will not fu** up it like game of thrones at the end.',"
" ""This is the show I've been waiting for since I finished the third book! Soooo pumped"","
" ""D&D wrote this. It looks cool, but I'm not going to wait for them to get bored of it towards the end and burn it to the ground like Game of Thrones. I'll pass."","
" ""I justv watched the 30 episode chinese version called three-body on rakuten viki. it's also on youtube and man was it intense. awesome. One of the best shows I've ever watched! This netflix version looks awesome too. I'm thinking hard on reading the books."","
" 'This book was recommended to me by my uncle. He knew my fascination of space and stars for a long time, this book really gave me interesting ideas on how they used the sun to amplify the signal I wonder if it even actually works!!',"
" 'Who is playing Wang Miao? Good to see Ben Wong as Da Shi, definitely the best character',"
" ""LET'S GOOOO!! I been waiting for a good adaptation."","
" 'This one has the right vibes with the book. And a lot of Asian actors!',"
" 'I still remember that when everyone lifted off the ground. Its exactly like I imagined it',"
" 'Looks like this is worth looking at.',"
" 'About finished with Deaths End and Cixin Liu has become one of my favorite authors. Almost like a scientific theorist masked as a fiction writer. I often think of the old philosophers, like Plato, who expressed ideas via play-writes. Cixin Liu is a creativ',"
" 'if they just FOLLOW THE BOOKS this will be one of the most powerful and though provoking series ever made.',"
" 'Wow! Just finished the hooks and now I find out that this is coming? Awesome!!',"
" 'Please be good. Please for the love of all sci-fi god, be good. Liu Cixin, is one of the best sci-fi writer of our time, along with isaac asimov.',"
" ""I wonder if this is going to be better than the Chinese TV show, I don't have high expectations from Neflix"","
" ""I did the books, that is some properly wild shit to try to translate to the screen. I'll be watching."","
" 'Of course Netflix has a ""great"" track record of adapting novels',"
" 'One of my favorite parts in the novel is when Newton and Von Neumann make a human computer while treating the Emperor Qings soldiers as binary inputs and outputs ""variables"", hopefully they include this in the adaptation.',"
" ""It should have at least 8 seasons. Please! Don't ruin this."","
" 'Casting Benedict Wong as Da Shi is brilliant',"
" ""About to finish Death's End. I like everyone of the readers, hope that show does justice to the books!"","
" 'I read the novel after President Obama mentioned it. It was mind blowing to read, to say the least. There were certain elements that were rather awkward, but overall, impressive work. I have absolutely 0% faith that the show will be able to translate the b',"
" 'I took the mental seal so I KNOW this show is going to be amazing!',"
" 'Hope the show is better than that god-awful book.',"
" ""I'm reading 3 body problem and very excited for this."","
" 'Woohoo, I have been preparing for this!',"
" 'This series saved me during lockdown',"
" 'Bro I have just started reading the first novel and I am hooked. The shots with ye wenji already looks promising like i imagined while reading...this is surely going to be my favourite..',"
" 'watch the tencent version, already out and most likely far better',"
" 'That lady with the sword really seems like Sofon from Deaths endinteresting that shed be in the first season of the show.',"
" 'Just finish to read the books and see this...I cannot wait for this serie to come out!',"
" ""This is long overdue, it's about time Netflix came up with something for Sci -fi fans Also looking forward to Zach Snyder's Rebel Moon"","
" 'I am super excited for this!!! The sheer journey humanity ventures in. The conception of cosmic sociology and our place in the universe. Netflix needs to cover all basis and stay true to Cixins vision. SPOILER WARNING Only thing Im worried about is their d',"
" 'I want the 3 books, 3 books!!!!!?',"
" 'Just watched the Chinese version. I have to say the cast is much better than the netflix one.',"
" 'Incorrect vibe. Not digging it. The Chinese series had the right tonWill watch nonetheless because RoEP is that amazing.',"
" 'FINALLYYY CANNOT WAIT',"
" 'Just was introduced to the books and am listening to them now. Very excited.',"
" ""I hope they took the time to fit all the concepts and supporting arcs into the production (and didn't cut corners for time) - it all makes for a beautiful crescendo"","
" 'started reading this searies almost by accident, but damn.. i hope series lives up to it. My mind was blown',"
" 'Hopefully it will be better than the terrible Chinese version.',"
" 'Netflix TV Version of this: 8 episodes (only Season 1)Chinese TV Version of this: 30 episodes (only Season 1)I think sticking with the chinese tv version will be better, because it will definitely cover more stuff from the books...',"
" 'LETS GOOOO!!!!!! IF ITS ANYWHERE CLOSE TO THE BOOKS, ITS GOING TO BE A MASTERPIECE!!!',"
" 'People who havent read the books have no flipping idea where this is going. You gotta read half through the first book just to truly appreciate the scope of it.',"
" ""First book: Huh, this is coolSecond book: THIS CAN'T GET ANY MORE EPICThird book: WATCH ME"","
" 'If you can read enjoy the tencent version now',"
" ""I'm stoked that they cast Benedict Wong as Da Shi. He'll be perfect for that role I think! Really excited about this. Saw the trailer and these comments and decided to get the audiobooks. already on Death's End! So captivating and fascinating. quite terrif"","
" ""Hopefully it's actually Worthy of the Carl Sagan intro. Or anywhere close to as good as the books."","
" 'Wow excited',"
" 'I just finished the first book. (You know that feeling!)',"
" ""The Dark Forrest is way better than Three Body Problem. It's a shame we'll have to wait quite awhile to get to that book."","
" ""Netflix + D&D in 2023... But hey maybe it's one of those double negative makes a positive thing. Highly doubt it tho, in the after math of s8 of GOT and the witcher it feels doomed. It'd sad bc my gf really love those books and I want to see a good adaptat"","
" 'I watched this teaser without reading the book. I was intrigued but understandably confused.I have just finished Book 1. Holy shit.',"
" ""The Dark Forest trilogy as I call it is the best and most terrifying sci-fi series I've ever read-- I put it above Star Wars, Star Trek and DunI hope Netflix adapts it well. Either way-- read the novels if you are a fan of science fiction. It is above a"","
" ""I've seen the Chinese adaptation of 3bp. This teaser seems to be far better than the Chinese series."","
" 'Please, please be good!!!',"
" ""If they don't get this right, I'm going to send a droplet to Netflix HQ!"","
" ""Can't wait to see the Space fleet get obliterated."","
" 'My goodness just literally watched a youtube video of how good this is and there we have it. Thank tou Netflix. I dont expect anything less than the amazing wandering earth since this is based on a novel written by the same author who ga e us wandering ear',"
" 'A caution, the first book starts out amazing, then is very slow for a whilIt picks up half way through and slowly becomes a page turner.',"
" 'as someone who read the entire series, I hope this comes out amazing. There are many things in mind that I hope get shown on the series (spoilers ahead!):1. The trisolar syzygy 2. The trisolar day3. The Doomsday battle4. Short glimpse into the Great Ravine',"
" ""Just read the trilogy, let's do this!"","
" ""Lmfao! Dan and Dave are making this so don't get too excited! At least the books are completed so they don't have to include any creativity or ideas that would ruin the show"","
" 'But was really good beyond my criticism',"
" 'Read it. Wish it was more based on the game inside of the book as being true realities.',"
" 'I loved this book series. Please dont screw it up',"
" 'Dude Im so excited. I rarely read books quickly or series back to back (I get bored and jump between series), but I read the trilogy biting my nails and on the edge of my seat in a week. Were in for a treat!!!!!',"
" 'Wong as Shi Qiang, thats something umexpected but awesome',"
" 'The chinese series are amazing but expect dogwater from the west.',"
" ""PSA, don't get your hopes up!!! We'll all enjoy it much more that way :)"","
" 'I am very excited for this. And terrified of it being a real dud',"
" ""I can't f in wait"","
" 'From the creators of Game of Thrones.... that is a ""double-edged-sword"" kind of statement IMO.',"
" ""I can't really put it into words on how this book series is like. Out of all the Sci-Fi books out there, the out of the box thinking all the crazy ideas people come up with to interest you into reading their book, the three body problem is on a completely"","
" 'I hope it would be as good as the Chinese version of the series',"
" 'Too see what you imagined is awesome',"
" ""Visuals are spot on to what I've imagined reading the book, looks promising!"","
" 'The trilogy is amazing, going from hard sci fi into lovecraftian horror. I hope they do it justice, and commit to all three books',"
" 'ProbabMost Likely not going to live up to the books but you know what? Ill be more than happy if they do a somewhat decent job at trying. this series is just that good.',"
" 'The music is Escape! by Philip Glass, in the soundtrack for The Hours. I just figured this out by listening randomly to it wow',"
" '""From the creators of Game of Thrones""Hey Netflix, that\'s not the brag you think it is. These two single handedly took a beloved series and turned it into something fans unanimously hated. Personally I\'ll wait to see if they bother finishing it before gett',"
" 'Hoping for Netflix to have a good adaption of this fascinating novel. I still recall those lines that sends chills in my spine:""Do not answer! Do not answer!! Do not answer!!!""',"
" 'I dont think ever been so excited about a Netflix series',"
" 'Loved the first two books, but the third one, wish i could erase its memory from my head and the series would remain my fav.',"
" ""I really liked the book The Three Body Problem and am looking forward to this Netflix adaptation. But I'm now reading The Dark Forest (finally) and I'm starting to have probelms with it... (Oh no! I want it to be so good so bad) The characters seem shallow"","
" 'They will woke it up, for sure.',"
" ""When I saw the first trailer, I was intrigued for this series, I decided to read the books. I am half way through the first book, when I realized that Dumb and Dumber (Benioff and Weiss) from GoT are the writers for this series as well. I don't even want w"","
" ""It's a good thing these books are finished."","
" ""My favorite book series of all time!!!! Let's go! I hope it's the whole series and doesn't just stop at the end of the first book."","
" ""ive never read the books, but I hope they make this show accessible for those like me who aren't mathematicians or physicists. I really hope it's made so that everyone can enjoy and understand it."","
" 'Benedict Wong as Da Shi is top teir casting',"
" 'The book is awesome! The idea! The realistic approach to what could happen. I encourage you do read it. Something truly fresh in hard syfy ganre. Lets see what they did with the tv series.',"
" 'Lets hope we have a stable era until then.',"
" 'I hope this does well because I really want to see the 2nd and 3rd books adapted.',"
" 'These books are incredible. I hate to be a downer but I doubt any screen adaptation will be nearly as good.',"
" 'I enjoyed the chinese one. Waiting for season 2on that',"
" 'I need this now. read the books two times as well as the audiobook xD',"
" 'I wanna see this',"
" 'Good trailer but you never know. Hope they do the full series because i want to see the Droplet scene',"
" 'I love these 3 books, i will hope netflix make this fin@@',"
" 'Its a great trailer. Lets hope the show can live up to it, and the books.',"
" 'Wow great. One of the most complex sci-fi ever written to be addopted by two people who cannot read.',"
" 'CANT WAIT!!',"
" 'I love that The Hours Suite can be used for just about any movie trailer. Lol',"
" ""After watching the Chinese show, can't wait for the western communism bad vuvuzela iphone gorrilion version from the yanks!!"","
" ""I watched the trailer and thought to myself 'Meh...I've heard of this series, let me check out the first book'. Now...having read the first book and re-watching this trailer, I'm genuinely excited to see how they handle this."","
" ""I highly recommend you read this trilogy in it's original Mandarin. I tried, but I don't real Mandarin so I didn't get very far..."","
" 'Okkeey.. I have NO idea so far, what it is about, but... I am interested.',"
" 'pushing that button gave me chills',"
" ""this is one of the most captivating and frightening sci-fi stories I've ever read, I still think about it sometimes late at night and get chills"","
" 'A neighbour got the book version for my birthday. Im excited for the movi@@',"
" 'Awesome Philip Glass remix!',"
" 'Damm, this looks good. Will defo check it out.',"
" '""from the creators AND destroyers of Game of thrones"". I think this show will be fine as long as it doesn\'t last more than 5 seasons and the source material is complet@@',"
" 'i hope they pull this off, just glad its not disney making it',"
" ""sophon at the last moment gave me chills, although i'd expect her in camo suit"","
" 'i am so going to hibernate until i watch this',"
" 'Man! That BWV 947 music gave me goosebumps',"
" 'As a Chinese person I am super proud that this magnificent sci fi story is becoming a truly deserved adaption! It looks great. This trailer was very well made too! This is probably the best Asian scifi story to have ever come out, alongside Evangelion.',"
" 'I loved the book but ngl the this trailer is not very promising but Im hoping for the best',"
" 'DB Weiss and Davis Benioff are the show runners so I want NOTHING to do with it. I never forgot that last season of Game of Thrones. It is forever seared into my memory.',"
" 'Looking forward to this series. Hopefully Netflix has cast some East Asian actors who can string an English sentence together without it being forced.',"
" 'This what Im talking bout. Real Sci-fi',"
" 'I see my loveI fly next to herI present her with my giftA small piece of solidified timeLovely markings are carved into timeAs soft to the touch as the mud in shallow seasShe covers her body with timeAnd pulls me along to fly to the edge of existenceThis i',"
" 'i am gonna watch Chinese adaptation series bcoz it has lot of recognition',"
" 'I have been waiting for this to happen',"
" 'The books are good. But this should be better.',"
" ""While I didn't care for the first book enough to continue, it wasn't for lack of engaging ideas. I could absolutely see the show being more accessible than the books."","
" 'Looking forward to it being cancelled after one fantastic season',"
" 'Remeber that this time around they have a book series that is actually finished to work with. As long as they stayed true to the source material of the books GoT was amazing imho. Not their fault Mr Martin takes more than ten years to finish a book.',"
" 'Netflix please just stick to the story! If done right this story will make cinematic history.',"
" 'Guys, just go read the books... You know that given their recent track record, Netflix is going to f**k this one up big time.',"
" 'Just finished watching the 30 episode Chinese adaptation which is so detailed and brilliant.',"
" 'Netflix I hate trailers like this.....What goes through my mind.. This look amazing! I really want to see this. wow. just wow This is going to be amazing. When can I see this tell me next week. Oh next year. Ouch.',"
" 'plz do it right, plz do it right, my god this series has been my favorite sci fi property in a while, the concepts introduced in every book fascinated me',"
" 'well, it might be a good book ( i have no idea, i havent touched it).... but ""from the creators of game of thrones"" might be a big yikes.',"
" 'Netflix winning back customers',"
" 'as an engeneering student, the title hitssss',"
" 'Literally crazy asf lol Im hyped',"
" 'So hyped for this!!!!!!',"
" 'The highlight of this book is the last three volumes.',"
" 'So excited. I wonder how Benioff and Weiss would f**k up the finale for this one.',"
" 'OMG! Cannot wait any longer for this!',"
" 'Better not mess this up!!!',"
" ""Anyone who hasn't seen Three-Body should watch it before they watch this."","
" 'Omg did I read the title right?',"
" 'I wish it was in chinese.Years ago i choose this book randomly and it turned out to be the best book i ever read. Fantastic story. I hoped it was made by some chinese productor, but it seem it will never happen...',"
" ""Can't wait to see how Netflix will pull off the destructiveness of dimensional weapons!"","
" 'And the universe will flicker!!',"
" ""Well it certainly seems that it is faithful to the best sci fi book series ever written and I don't say that lightly.I do hope they take a multiseries approach on this and the audience is not put off by the excellent Cultural Revolution opening. I want to"","
" 'We need a season2 for ""My Hollo Love"" and a season2 for ""Crash landing on you"".I\'m in love with Asian show.',"
" 'Finally!',"
" 'Really great trailer! I really loved the part where that important girl character came and finally declared : ""Okay, I admit it! It wasn\'t 3 guys... But 9!"", thus giving the true solution to the 3 body equation and as a consequence allowed to save humanity',"
" 'Just started The books. Excellent',"
" ""Good lord. Please do this series justice, don't cancel it early based on initial viewing numbers. Let it grow and gain popularity by word of mouth like Stranger Things and don't cancel it early for god's sake. Also, writing. Effects don't make an amazing s"","
" 'Netflix better not cancel this.',"
" 'Same creators of game of thrones? Cant wait for the ending',"
" 'I will watch this in spite of the creators of Game of Thrones D&D not because of...',"
" ""This is probably the 50th time I'm watching this. Sagan in the background made it perfect! I started reading the trilogy. So excited for this."","
" 'IM SO EXCITEDDDEDDDDDDD',"
" 'Got excited when I saw asianbut I saw American / white. Okay Pass',"
" 'There is a Chinese version already out. Really good',"
" ""This one has better CGI & probably we'll see more of Cultural revolutionChinese version had hotter actressess and OST."","
" 'I almost never get excited whit trailers, but omfg! This has so much potential, it looks so good!',"
" 'Ok Fine, i will read the Book',"
" ""Three of the best books I've had the pleasure to read. I hope this adaptation lives up to them!"","
" ""Just read all three books plus the spin off and I really hope the Netflix series does it justice! Can't wait to see it. GO READ THE BOOK NOW!!"","
" ""Ah yes, a very tough adaptation to pull off. Fortunately they picked the safe and reliable hands of showrunners who'd never ruin a beloved franchise.... what could go wrong!"","
" 'Womyn warriors everywhere. What a surprise.',"
" ""Love Liu Cixin's books! So hyped for this series, looks amazing!"","
" 'If you have read the book, how successful have they been in losing you despite your unresolved will to read on?!',"
" 'What a fantastic time for science fiction.More and more amazing books are getting film or series adaptations, and I hope this trend will continue.Very much looking forward to this!',"
" ""Let's see which will be better Netflix one or the already Successful Dramas version"","
" 'All I know is, I cant wait to see the Human Formation Computer crunching numbers in live action.',"
" ""This is one if these series that are either gonna be a great spectacle and true to the original story, or it's gonna be a bust!! I don't know the book myself, but know enough to know this is not gonna be an easy adaptation, it has a massive fanbase, so any"","
" 'Will this be the entire series, then? That had to have been Sophon, so I hope they TAKE THEIR TIME in telling this gorgeous story.',"
" ""This looks great but here's a question - Why are we seeing Sophon already? Is this series meant to be just the first book or is it going to cover all of the books? If memory serves, she makes her first appearance in The Dark Forest, and is one of the bigge"","
" 'Ive heard a lot of good things about the books this is based on. I hope Netflix dont make a botch of it. Currently I think it could go either way.',"
" ""I watched the Chinese version of this (it's on YouTube) and I got bored after 3 episodes. Haven't tried the books yet but I heard they are great. Will give Netflix version a try and see if it works for me."","
" 'Hell yeah, one of the best cosmic horrors',"
" 'When I read this book I thought itd be super hard to turn it into a show.. good luck to them.',"
" 'woah the comments really made me want to read this book trilogy',"
" ""Can't wait to see how Netflix plans to bring the droplet attack to the screen. Psyched"","
" 'Nope, not touching anything that\'s ""from the creators of Game of Thrones"".',"
" 'I saw the original Chinese version (three-body) with 30 episodes and it was I dont think Netflix will top it, but Ill still watch',"
