Negative_comment
"Why are there no Asian men in the trailer? For a book adapted from China, you\'d expect a ""diverse"" cast to actually have more than 1 Asian female (who traditionally test better with audiences) star in the show. We missed out another chance to open the pipe',"
" ""(Incoming conflicting opinion) I just finished the first novel and I'm sorry but it is NOT a good book. (And I've been reading Sci-Fi my whole life). It reminds me of Asimov. Lots of great ideas. Very meh writing and characters. The beginning with the Chin"","
" 'From the creators of Game of Thrones...is this supposed to be a benefit?',"
" ""I'm so confused, why are they making this?There's already a TV show that came out this year..."","
" 'The dumbed-down title makes it sound like a threesome comedy.',"
" 'Five bucks says they, ruin this before they get Dark Forest',"
" 'This looks good, but you guys should really be more discreet about the involvement of Dumb & Dumber on this project',"
" 'I was very excited for it till I saw DnD is the showrunner. Now a little nervous.',"
" '""From the creators of game of thrones"", oh nooooo',"
" 'Do not replyDo not replyDo not reply....',"
" ""I'm worried. Please god they do this right, but I don't know how you can put the first book on screen without taking a whole season. A season where nothing will really happen visually."","
" 'David Benioff and D.B. Weiss? No thanks. They were what RUINED Game of Thrones.',"
" ""Really hope they don't turn this into some action flick. The Three Body Problem is terrifying because (aside from hampering our technological progress and observation) the Trisolarians basically don't (and can't) do anything for a vast majority of the stor"","
" ""Shame its Netflix and will be canceled in a year no mater what... I'm actually shocked at this stage that people are still paying for Netflix."","
" ""What's with all the fiery people and sword nonsense?"","
" 'Great, another franchise for Dumb and Dumber to run into the effing ground, THANKS Netflix.',"
" 'I know its a teaser, but there are some crimes against VFX in this. Lets hope none of these shots were finals.',"
" 'Let the gender and race swapping begin',"
" 'I think they have replaced the character of Wang Miao with a girl. Middle aged men are unrelatable to audiences I guess',"
" ""lmao I ain't watchin shit from these GOT idiots"","
" 'The books are to painful to read, you know humanity is doomed when she pressed the button to answer them. A totally possible scenario for humanity if we ever discovered intelligent life.',"
" 'Dumb and dumber gonna make this show suck',"
" 'Gets docked a point for Asian cornyness, 8.5 total score',"
" 'Hi Netflix 3 body problem English dub in fire stick myLive series like lot 3 body problem Louis',"
" 'Remember that the ""creators of game of thrones"" are more responsible for the failure of season 8 than they are the success of season 1.',"
" ""The general public doesn't deserve something amazing as this. They should keep producing trash Marvel content."","
" 'Sad to see such a great story ruined by Benioff and Weiss.',"
" 'So, this was the big money grab that Benioff and Weiss cut short and wrecked the final season of Game of Thrones for? HBO was willing to give them however many more seasons they needed to finish the Game of Thrones series and instead, they cut and ran and',"
" ""From The Creators of Game of Thrones is not a thing to be advertising.. that's very much a con."","
" 'I had never in my life felt truly afraid until I read those books',"
" 'The book is amazing, the trailer looks like hot garbag@@',"
" 'oh boy - this looks terrible. another conveyer belt sci fi adaptation but i hope i am wrong. 3 body deserves some Dune type treatment( or even better) and not to be buried in the Netflix Graveyard',"
" 'Eh, the tone is all wrong. This is shit. Netflix slop shit.',"
" 'There is already chinese TV series called Three-Body based on the same story. But I watched 6 episodes and gave up. I hope netflix version will be better, but to be honest, I dont believe it.',"
" ""3 Body Problem...From the creators of Game of Thrones...Should I be worried about the ending...? Creators of Game of Thrones please don't give me another backflash."","
" ""D&D just because they ruined GOT I'm not gonna spend my single breath on this show. They are gonna ruin this spare the disappointment."","
" ""say what you will about dumb abd and dumber. one thing they're good at is adapting book to the big screen"","
" 'those 2 inbreds and rich kids are making another trash series?',"
" 'I remember they slaughtered the ending to Thrones',"
" '""from the creators of game of thrones"" Do not watch!Do not watch!!DO NOT WATCH!!!',"
" 'Do not answer',"
" 'Unless it specifically refers to humans, the Carl Sagan quote ""Life looks for life"" is grossly out of place for the Three Body Problem trilogy if you know the big revelation and the running theme of the whole story.',"
" 'I just finished reading the first book, and Ive never said this before but I hope its not 100% faithful to the book. It had some weird and awesome ideas, but it was just soooooo boring during some parts, and I have no idea why eastern stories just LOVES to',"
" 'Im still confused by the name..even more so by the Netflix version',"
" ""Huh? What's with the original series? What is this? Woke Body Problem?"","
" 'seeing Ramanujan played by a western white woman is ridiculous. He was a Indian male if you dont know who he is. Why? just why?',"
" '""From the creators of Game of Thrones"" oh hell no',"
" 'Netflix will mess this up.',"
" '<a href="" scrooge mcduck',"
" ""Please don't fak it up. Pleeeease."","
" ""Found the ending of the book disappointing as hell, but if they screw up the show I'm still gonna be kind of aggravated."","
" 'I just pictured the scene where that tiny little thing is destroying cities on earth, we get the view from orbit and the chorus of the song ""helpless"" by crosby stills and nash playing in the background......',"
" ""I'm sure Netflix with absolutely destroy this with wokery. As is tradition."","
" ""dropped the ball on the logo/graphics treatment at the end there, this isn't 2006"","
" ""I can't wait for them to ruin the last season for this series just like game of thrones."","
" '""from the creators of Game of Thrones"" aka ""how to instantly turn my interest off of this series""',"
" ""wow it doesn't look good at all~ watch netflix make another bad adaptation of great books"","
" ""I'm curious how Cixin Liu's weird Maoist and sexist ideas will make it into this. The ideas in his books are incredible, but they're punctuated by subtextual ideas like: effeminate men are bad; women can't handle power; and democracy would not be good for"","
" ""This will have a hard time being better than Tencet's interpretation of the Three body problem."","
" ""I discovered the book series on YouTube from Quinn's ideas. At first I thought this was all secret government documents until I found this is a book series. Never read a book nor had any interest in reading a book in all my 34 years. After hearing his brea"","
" 'I dont expect them to go full sjw woke with this since china would hate that. At least keep it like the books. Dont pull another witcher for crying out loud',"
" ""Saw it. Didn't like it at all. Some interesting ideas, but very bad illogical script."","
" 'There are so many good tv shows based on books, comics, games out there but some loud whining original fAnbAsE who think they own the IP love to bomb review the crap out of it',"
" 'I have no faith in D & D after GoT.',"
" '@<a href="" paused looks entirely 3D, floating off the screen for some reason.',"
" ""Hope they don't handle this like they did GOT"","
" ""this trailer doesn't really describe anything or get me excited. let me guess, some dummy contacts aliens when they arent supposed to and then we get wiped out by said super advanced aliens. and then in the next season those aliens get wiped out by other b"","
" 'I heard the English translation is terrible, no?',"
" ""Some trailers give away the whole movie in 2 mins. Then there's this one! I'm not even sure I can figure what the movie is about after 2hrs!?"","
" '""From the creators of Game of Thrones"" The same two guys who bailed on and burnt the show to the ground on their way out after they ran out of book material. I\'ll pass.',"
" 'Why does this look worse than the Chinese version?',"
" 'They should leave great works of art alone. All they will end up doing is destroying something incredible and everytime someone mentions this people will think of this trash.',"
" 'This will be canceled by Netflix after one season.',"
" 'GOT was a disaster in the end.',"
" ""I'm afraid we're going to see one more excellent sci-fi novel butchered by bad adaptation."","
" ""I found this book to be a fascinating, boring, and somewhat incoherent. I'm going to re-read it, maybe I wasn't in the right frame of mind for it."","
" ""Damn it I haven't finished the books yet...."","
" 'From Dumb & Dumber no thanks!',"
" 'This is a really bad trailer!',"
" 'D&D making this.... RIP they are HACKS',"
" 'At which point will David Benioff & D.B. Weiss get tired of it?',"
" '""From the creators of Game of Thrones"" is not the selling point you think it is. Or is it a warning?',"
" ""Just don't do witcher season 3 to this."","
" ""Can't wait to see how David Benioff and D.B. Weiss ruin this one."","
" ""Suxx that it's from the same morons that ruined Game of Thrones for all of us with season 8"","
" 'Im at page 170 of the first book and Im having difficulty finding the motivation to continuIts boring and the characters are two dimensional. Should I continue??',"
" 'You know. Drama is mostly delivered by proper dramatic writing and not the super annoying bashi mysic that plays in evey freakon trash trailer in modern times... Stop the noise you clowns. It is always a pain to listen to this. -.-',"
" 'D&D? So its gonna start really strong and end really weak? Cant wait to be hurt again',"
" 'so hyped before knowing game of throne director dave and dan was involve....next thing u know is they screw up the ending.. maybe 1 season this time... and leave the audience traumatised.. and say.. oh we got hire for......Barney & Friends remake or',"
" 'cant trust anything made in china when it involves the US',"
" 'The most chilling words in this trailer: From the creators of Game of Thrones.',"
" ""It's going to be shit lmao"","
" 'Omg the visual effects look bad tho',"
" '""From the creators of GAME OF THRONES""Me: Well, that can\'t be good.',"
" 'Idk how i feel about dumb and dumber running this show....',"
" ""Crazy how a book series evolved from a simple sci-fi novel to pure nightmare fuel. Hope Netflix does it justice but I'm not getting my hopes up"","
" 'This looks good but after the destruction that d&d did to game of thrones I swore to never watch anything from them again.',"
" ""Yikes, it's by the guys who destroyed GoT. How do they still get jobs wtf Netflix"","
" 'Tells me nothing... just a Sagan quote...',"
" 'D&D with no good writer... welcome to hell.',"
" 'From the creators of Game of Thrones? You mean dumb & dumber? Instant pass.',"
" 'so this is what they ruined game of thrones for. hope it was worth it',"
" 'Do not answer!Do not answer!Do not answer!',"
" 'Surprised this was made into a live action before Red Rising.',"
" 'Aw - existential pain abound packaged in a netflix series',"
" ""Creators of game of thrones....so they were like- let's choose another IP to totally destroy. The new creators of digital content have no independent vision or thought which is why they cannot stop adapting books but, if they have no vision then how in god"","
" 'The Chinese made a TV series from this book. It was ponderous and pretentious. I could not watch it beyond 2 episodes. Hope this American adaptation is better.',"
" 'CCP/PLA propaganda series, watch at your own risk.',"
" 'Never read the books but this trailer doesnt look that good',"
" 'Lets hope they dont f*ck it up like they wokeficated the Witcher.',"
" ""did they steal a riff from quinn's ideas?"","
" 'From the creators of GoT, so we already know the ending is going to suck.',"
" 'The Chinese series is out and I just finished, loyal to the book, deep and spectacular. Watching this teaser, this version looks much more commercial and dramatic. I am afraid ai will be disappointed.',"
" 'She should not have answered.',"
" ""''From the creators of Game of Thrones'' Noooooooo! Why?! They made more than enough money, don't let them ruin any more projects!"","
" 'End human tyranny! World belongs to Trisolarians!',"
" 'This one may not be permitted in China',"
" 'from the creators of... what... oh no... oh... okay... well... bye',"
" ""Life looks for life until they're at risk of death"","
" 'I\'ll keep my expectations low, first bc I feel the book will be hard to adapt and second but most importantly, if by ""the same creators of game of thrones"" they mean D&D then my hopes crash through the ground harder than the droplet can smack a ship',"
" 'the book is one of the most existential dread experience Ive read(I havent read much books) I hope they gave the book justice...Im curious how will they make the dimension folding weapon',"
" 'God I hope they fix Cheng Xin. Worst character ever written in the history of hard sci-fi',"
" ""if only it was different directors, then maybe I could actually be happy that this is being turned into a show. Now though, I already know they are about to butcher yet another great writer's mind."","
" 'Here we go another great book series. Going to be ruined by Netflix. There is no way they can do justice to this complicated book serie.',"
" 'THEYRE ACTUALLY MAKING A SERIES ABOUT THIS? I THOUGHT IT GOT CANCELLED',"
" ""God, this story is disturbin' as heck."","
" 'They are not going to do it justice. This is going to be crap.',"
" ""Gonna be honest this trailer makes me nervous. It looks like they have good funding, but it doesn't seem like it's gonna be as faith"","
" 'Love the books but Netflix suxx so... I hope for the best',"
" ""Something doesn't smell right..."","
" ""Spoiler..It won't be as good as the book."","
" ""Benioff and Weiss... and Rian Johnson? I have very low hopes for this amazing story. The only way it'll live up to its own potential is if it is very, very true to source. We all know what happens when this lot writes their own material."","
" 'I just finished reading this and came online to see peoples breakdown and ran into this wow',"
" 'Oh no i really liked these books. What a shame that the creators of game of thrones are making this. Looking forward to this being turned into crap',"
" ""The trilogy is not just Hard sci-fi, its way more than that. For the starters its depressing af and the existential dread it leaves you with, is unparalleled. I hope the show can also carry the utter melancholy and nihilism of the books. Otherwise it'll en"","
" 'It got me depressed for weeks, awesome.',"
" 'Why would you put ""from the creators of game of thrones"" in there? It\'s the sole reason to be very, very nervous about this.',"
" 'I think and hope this show will fail',"
" 'When I found out that the HBO Game of Thrones show runners were making this I immediately threw up in my mouth. No thanks, not watching another terrible show from this team.',"
" 'Dumb and dumber are going to have a hand in this. Which is unfortunate',"
" 'I would NEVER watch anything from thos dumbasses again.I might even cancel my netflix suscription for giving dumb and dumber a show.',"
" 'I would be so excited for this if it wasnt made by these two doofuses who made game of thrones season 8',"
" 'So Dumb and Dumber are in charge of this?! Yikes!',"
" 'Some of this looks incredibly true to the books. The gravity being lost within 3 Problem during the war. I hope they can do it justice. I really do. I can honestly say Ive never felt so much animosity to the character Cheng Xi.',"
" 'Wtf is this',"
" 'PLease dont f*** this up Netflix!',"
" 'What is this Astonishing Work Of Art?',"
" 'Oh dumb and dumber are making this. They just oscar bait. This will fail.',"
" 'This was the reason why game of thrones got f***ed',"
" 'this looks way worse than i thought it would',"
" ""I still think it's incredibly scary that Dan and Dave are involved in the production of this show. It's hard to forget how they butchered Game of Thrones."","
" 'um are netlix and the GameOfThrones dudes really going to be able to convey the unfilmable aspects of this series? no. so much of the theory of these books is going to be lost in translation, unfortunately. watch the chinese series instead. at least they s',"
" 'Sis hates humanity so much she dedicated her entire life to summon something that will destroy humansP.s. I cant help to feel sorry for the animals',"
" 'I want deaths end story too!!!',"
" 'I think I might prefer having a lit sparkler inserted into my urethra than watch anything from Benioff and Weiss. Why did this have to go to them? ugh.',"
" 'Considering how shitty most books are adapted, i honestly do not know how this one will achieve showing what crazy world this series has created... The story is too complex, the concepts at times a bit too scientific for the average viewer. If they lose th',"
" 'The Dumb and Dumber Problem',"
" 'Benioff and Weiss are the creators. The ""minds"" behind the last season of GoT. I won\'t watch this, sorrynotsorry.',"
" 'Are David Benioff and D.B. Weiss going to ruin the subtlety, character/story development like they did Game of Thrones s03+?',"
" 'not these idiots again',"
" 'Guys, Game of Thrones season 8 looks horrible.',"
" 'I dont want to be negative, but Dan and Dave (G.O.T szn 8) and Netflix (The Witcher, B.O.), dont have good track records adapting books. DO NOT FK THIS ONE UP! IT WILL START A WAR!',"
" 'The books are spectacular, No screenwriter can make a ""artistc adaptation"" ( i.g. put a rude arrogant black mary sue ""genious"" woman as protagonist again and again) without ruining it. Screenwriters and producers have to get out of their bubbles and unders',"
" ""Just watch the original series. Netflix isn't capable creating TV show for an audience with IQ over 100."","
" 'Unfortunately, these days, book adaptations are all about going with the vibes of the 2020ies... no matter the original source material. I was rarely as disappointed as I was with the Foundation saga. Affirmative Action and Global Warming advertisement, no',"
" 'America copied Chinese drama. Nice work Hollywood!',"
" ""WHY DOES THE TITLE CARD LOOK SO GARBAGE omg. looks like a student assignment.. i hope it's not final"","
" 'Make it right, Netflix, or I will unsubscribe from @primagen.',"
" 'One of the series that i love and hate at the same time Epic story but the Chinese names or sometimes irracional choices like sending all the fleet in close formation...',"
" 'From the creators of game of throne I wonder how that is going to end',"
" 'i just finished the first book who are these honkies',"
" 'D and ruined a legendary show. They will ruin this one too.',"
" 'Somehow I believe it gonna be bad. Netflix has a history of cuting series/movies short. And the producer destroyed the last season of game and thrones',"
" 'The book was such overrated trash',"
" '""From the creators of game of thrones""...You mean Dumb and dumber? Skip',"
" 'Interesting, yet I dont really get whats happening.',"
" ""I just hope Dumb and Dumber don't ruin this one."","
" 'My main concern with the adaption is not about Netflix itself. Its that people are having way too high of an expectation.the sheer nature of the film will be extremely hard to portray correctly and the high levels of science, sociology and philosophy is ju',"
" 'Is the quote from Carl Sagan supposed to be ironic?',"
" 'You already know Netflix is going to ruin this bad like everything else they make',"
" 'i am already kinda disappointed with the trailer. sorry, but imma just stick to the books.',"
" 'When people see its climax, and waited for dark forest, and then dark forest come.whole world will go crazy',"
" 'from the people who created Game of Thrones? you mean D&D?? Shit there is a great risk they might butcher this property as well...',"
" 'Every day of waiting is like a flying blade cut.',"
" ""I really hope they don't cancel it half way through like the expanse."","
" 'terrible finally here we come',"
" ""I was curious until I was David Benioff and D.B. Weiss credited. They ruined one of the biggest tv show ever. I don't believe in them anymore. I pass."","
" 'Now, now... remember. These creators also ruined Game of Thrones end',"
" 'It sucks that Netflix will likely ruin this great book',"
" 'i watched 4 episodes of the Chinese adaptation and the visual effects are kinda bad which throws me off every time its on screen, hoping this adaptation will deliver',"
" ""Oh, man, I just know we won't get to see SPOILER FOR THE BOOK the droplet attack until like S2 which will probably be in like 2025"","
" ""What brings me more despair than the books themselves is the fact an abomination like Netflix is going to adapt the series and probably ruin it with they're woke writers."","
" ""WAS excited for this when it was first announced. Then I learned that D&D were behind it, now I'd rather not even get my hopes up."","
" 'okay, I have some pigmentation concerns',"
" 'Lets see if you totally trash this book adaptation aswell',"
" 'Benioff and Weis failing upward.',"
" 'bro, why? the put white people, gringos and wakandans on this? stvpid azz gayflix and their woke s h t',"
" 'I really fear audience attention. They can jazz it up, add loud music and trick photography but at heart this is an intellectual exercise. Wonder if this is only the first novel.',"
" 'Knowing what these clowns did to game of thrones........ ppfffff.Yeah they start strong and with passion, and halfway trough... they rush and rape the material to get it over with so they can make some blockbuster BS.',"
" ""It's gonna be trash, I already know it. Look at how they butchered Death Note, that should tell you all you need to know. Tencent already adapted Three-Body into a full series and did a phenomenal job, the episodes are free on YouTube with English subtitle"","
" 'Real shame this is being made by the same people who ruined Game of Thrones.',"
" 'book sounded interesting, this movie looks really stupid.',"
" 'they will fail like always, its wokeflix',"
" 'Looks good but yeesh, these people fumbled GOT so bad in the end. Hopefully they lean against their own creative instincts and simply trust the source material to decide each path to take lol',"
" 'They would die if they didnt change the gender of the heroes',"
" ""Bought the book yesterday, just finished it today. Obviously, I couldn't put it down. Masterful work. But this trailer looks, meh, if I'm being completely honest. Production value is dissapointing."","
" ""Since dan and david are doing this, I'm not gonna watch those morons work."","
" ""I read the book, and it was....disappointing to say the least. It was like a dollar-store sci-fi story. The Expanse is so much of a better series, and I just don't understand what people see in this book."","
" 'Netflix is not worthy of this IP',"
" 'Kinda nervous this is being handled by D&D',"
" 'I could have sworn there is already a three body problem series. I just finished episode 1. I think i saw an animated version and a film. How many three body problems are there, or have i stumbled into another dimension?',"
" 'How dare Netflix reward these talentless hacks after they destroyed any chance game of thrones not being remembered as a joke in history.',"
" ""If they couldn't give ice and fire the ebbing it deserved why would i want them to destroy another series with such great potential?"","
" 'Im scared of how badly theyll mess this up. This is my favorite story ever told and Netflix is Netflix.',"
" ""Netflix doesn't pay actors a living wag@@"","
" 'It will be hard to adapt the books into series, because the scale increases by magnitude with each book consecutively. Adding to that, what these guys did with ASOIAF/GOT near its climax, was horrendous frankly, and should give dread to any adaptations.',"
" 'One of the many books that became insanely popular and for the life of me I cannot see why. It seemed nonsensical and stupid to me.',"
" 'DO NOT ANSWERDO NOT ANSWERDO NOT ANSWER',"
" 'From Dan and Dave, is this going to be a problem?',"
" '""From the creators of Game of Thrones"" That\'s not a merit...',"
" 'Dont have any hopes for this people its being made by the people who wrote the end of GAME OF THRONES',"
" 'Not watching it I hope its horrible!! The writers ruined GAME OF THRONES!! They should not be allowed anywhere near anything involved in the entertainment industry!!! David Benioff and D. B. Weiss better know as Dumb n Dumber!!',"
" 'What did I just watch?',"
" ""I don't think it will be good"","
" ""From the creators of GoT? We're screwed :( Saw the Chinese TV series and it started off well but really really dragged on."","
" ""I think three body problem can't be made into good series"","
" 'Is calling it a ""Blockbuster Series"" false advertising if you cancel it after a single season, like with 1899?',"
" 'So, how are they going to f** it this time (netflix, Benioff and/or Weiss)?',"
" 'I have no doubt Netflix will butcher this series beyond recognition since its so far above the IQ level of the common viewer.',"
" 'I wonder how boring can they make it',"
" 'I hope they do not screw up the tv show like they did with the trailer....and GoT...',"
" 'fun fact: at <a href="" this lady (sophon) slashes her victims following the line of left shoulder to right hip with a katana. the goal is to maximize the amount of guts spilled',"
" ""It's Netflix - might as well forget about it. They will cancel after the first season."","
" ""Whoa? Half a year though? That's.. why make a trailer so early."","
" 'Thank you for ruining another Masterpiece, Netflix',"
" 'A huge piece of TRASH!',"
" ""The first book's adaptation could be okay if things go great, but I don't see how they'd ever be able to even conceptually put in images some of the things that happen in the latter parts of the story. Honestly I don't have much hope for this adaptation, a"","
" 'From the creators of GoT? No thank you.',"
" 'Cant wait for this to be cancelled after one season!!',"
" '""What if the black holes we see aren\'t natural? What if someone created them over billions of years, and continue to create them now?""""But why? Why would anyone create black holes on?""',"
" 'This is either gonna be awesome tv experience or is going to fail big time, there no in between.',"
" 'from the people that ruined game of thrones for millions of people',"
" 'its gonna be disappointment if i cant recognize da shi in the trailer :(',"
" 'Whats this even about?',"
" ""If this isn't good, I'm broadcasting our location through the cosmos."","
" 'WHAT?? FROM GAME OF THRONES SHIT.',"
" ""Great news, but why, oh why it's Netflix..."","
" '""From the creators of Game of Thrones-"" yeah no f\'ing thanks',"
" ""I don't have high hopes. D and D don't have the best track record..."","
" 'Can we like just erase October, November, and December and get DOWN TO BUSINESS PLZ?',"
" ""Ngl, had a real trouble reading the first book, didn't really enjoy it at all. Dunno if I'd say the same about this series either tbh"","
" 'At first I thought it was about the three body problem of three heavenly bodies. How it gets exponentially harder. This seems exciting too!',"
" 'brought to you by dumb & dumber...',"
" ""She was warned to not reply, and the self-serving bitch replies, letting the know we're out here!"","
" '""From the creators of Game of Thrones"". I\'m not sure if that\'s something I\'d put on my resume after how they mangled the later seasons...',"
" 'Nobody get your hopes high. Streaming always butchers adaptations. Only redeeming grace is the production team which if given written content can produce great results but left without direction can mess like GoT last season.',"
" ""Why they had to put Black actors in it? These free lunch grabbers are everywhere using racism as notion to get free lunch they don't deserve."","
" 'Dumb and dumber are going to ruin this show',"
" 'Of course Dumb and Dumber get picked to perpetuate the space lie',"
" '10 million views and only have 26k likes wth',"
" 'Stick to the original story, please refrain from changing to story line as you will destroy and disappoint 99% of the viewers',"
" 'I cannot imagine how anyone could make this into a TV series or a film. The story is just too abstract, it is better left to the imagination of readers.',"
" ""Please stick to the source material for once and don't force your cringy political messages into it!Just once let us have some fun!"","
" ""What mouthbreather let benioff and weiss anywhere near a creative project again? I wouldn't trust these idiots to keep a houseplant alive."","
" ""Dumb & Dumber + Netflix? I hope I'm wrong but these are not encouraging signs."","
" ""The only way this won't suck is if the writers totally disregarded the atrocious dialogue in the book. If the story is drowned by special effects and stilted scripting, it will be a colossal flop."","
" 'I understood nothing',"
" 'I wonder if Netflix can learn from their Witcher mistakes and stick to the source material instead of reimagining the story for the ""modern audience"". Probably not.',"
" 'So they gonna whitewash some character... Sad',"
" 'Yikes.. D & D taking on another beloved book series after they sh!t on their GoTs fans.. Good luck.',"
" 'It seems that it has no similarities with Lius original series books',"
" 'just by looking at the trailer, I can already see how bad its going to turn out.....when can these people stop ruining great masterpieces',"
" 'If this was before they ruined GOT Id be excited, but its after they ruined GOT, and Netflix sucks',"
" 'Wow, that looks like shit.',"
" 'The conclusion of the series and the time jumps will be challenging to transition to tv successfully. The ending still haunts me to this day.',"
" 'Ill withhold judgment until I see it. the GoT showrunners and Netflix have been known to disappoint.',"
" 'Trailer looks weak',"
" 'Hi I am one of those 1% in the comments who havent read the books and cant understand a thing with the trailer.',"
" 'From the guys who lost the Star Wars contract',"
" 'Should we expect to see this canceled after 1 season?',"
" ""Looks like Netflix deleted my last comment. Just wanted to point out yet again that Netflix doesn't have a good track record of adapting things and a major work like the 3 Body trilogy is something completely beyond its capabilities. Don't get your hopes u"","
" 'I was on board until I read: ""from the creators of game of thrones"". Hard pass',"
" 'Dont screw it up Netflix!',"
" ""Lmao, it's David and Dan. yall are already wrecked."","
" 'Those last 2 shots looks so bad, hoping they fix it in post',"
" ""This is made by the hacks who gave you game of thrones. Don't fall for it and give them your money or views."","
" ""I fear for what I've seen in this trailer..."","
" ""yoooooooooooooooooooooooo never thoght I'd see Three Body Problem as a frikin show"","
" 'we have to wait so lonnnng though',"
" 'cant wait till yhey cancel this after one season',"
" 'Huge challenge. Chinese version can never show the historical scenes due to the government policies, American version Im afraid that they cant figure out the many specific Chinese cultures of the story',"
" 'fack d&d are making this...',"
" 'Looks very unsophisticated compared to the Chinese adaptation of the books that is already free to watch on youtube. Looks ""Americanised"" and dumbed to into an action show, doubt it will contain the philosophical debt of the books.',"
" 'Phillip Glass music with trailer style BAHHHHHH. BOOOOOOOM.',"
" '""From the creators of GOT"" Buddy I don\'t think thats something you\'d want your potential viewers to know.',"
" ""Oh this is made by Dumb and Dumber? No thanks, i'll pass"","
" ""I've been putting off the books for a while but what in the f was that. Was expecting a nice scifi movie based around the insolvability of the 3 body problem but I see supernatural and anachronistic BS instead? Granted, I know that it's a Chinese piece of"","
" ""Why I'm not surprises, White-washed....."","
" 'Dan Weiss and David Benioff are trash humans.',"
" '""From the directors who destroyed the greatest TV series of all time""',"
" ""please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck"","
" 'Hope those two idiots dont screw up this one!',"
" '""You are bugs!""""Look at them, the bugs. Humans have used everything in their power to extinguish them: every kind of poison, aerial sprays, introducing and cultivating their natural predators, searching for and destroying their eggs, using genetic modifica',"
" 'The Tencent version of this was almost as boring and tedious as the books. Happy to see the story condensed into something palatable.',"
" 'Well, I was excited until from the creators of Game of Thrones popped up. This first feeling of dismay was only intensified by the cast. For a book set in China with most characters being Chinese, most of these people arent? Im aware some might be the scie',"
" ""From the creators of Game of Thrones? Oh. That's a shame, will NEVER watch this."","
" 'Someone who has watched the Chinese series i will tell you this will be bad',"
" 'Not impressed.',"
" 'If I see one white Person play a main character I be disappointed',"
" 'I dont think Netflix can bring us a better version than the original Chinese series. Too many political correctness in the Netflix one which disappointed me the most. Luoji is not black and wangmiao is not a fat guy,etc. Therere over thousands of changes b',"
" 'Bruh did they steal that image of the Satellite station STRAIGHT FROM MY BRAIN',"
" '""From the creators of Game of Thrones""oh sht not good',"
" 'D & D do not deserve the opportunity here, bold of them to advertise they are behind this after what they did to GoT.',"
" 'Well, this at least looks better and more promising that the Chinese adaptation. That was unbearable to watch.',"
" 'This looks like epic crap.',"
" 'Is that Sophon? Makes me nervous to see her in the first trailer considering she didnt appear until the 3rd book. Dont make changes.',"
" 'So Netflix is saying I have to wait for more 6 months',"
" ""What worries me is it's from game of thrones creators"","
